LastDayWeek,temperature_76001,temperature_54001,temperature_50001,temperature_73001,temperature_68001,temperature_41001,temperature_23001,temperature_05001,temperature_05360,temperature_08001
2008-08-30,29.80390023,28.89857996,27.00985547,25.29868771,30.72055519,24.97055493,30.69558997,25.068821,26.56634615,30.63204958
2008-09-06,28.59373886,31.11048234,25.35310162,22.23978252,29.7065577,23.31559123,30.43035362,22.39470085,23.84617704,32.90730578
2008-09-13,27.06442139,32.07849874,29.9437425,25.49311305,32.02957101,30.06974086,29.88549856,23.42395343,26.60269256,33.0555689
2008-09-20,22.10314191,29.71959536,30.32366444,23.056311,31.66964036,29.2769805,30.79082425,25.18777023,25.18827114,32.90092381
2008-09-27,27.78300472,31.02332638,27.1069047,23.47969865,30.65027074,30.16433498,29.43326186,23.51369268,25.93611858,31.21424609
2008-10-04,29.47687365,29.88917668,30.51332475,17.65905875,31.68220278,29.07379249,29.58311826,26.08639438,25.1841951,32.20179327
2008-10-11,28.34419919,28.20559853,29.0220114,24.74765544,32.06287693,26.15917386,29.45568527,28.54347355,25.58489988,30.77776842
2008-10-18,24.87502917,28.33399157,27.13763956,21.31199724,30.1379836,25.62493598,27.39416795,24.97656266,26.42765491,31.17213669
2008-10-25,28.38474921,27.03349725,26.03183176,26.87658257,26.11448891,28.8594564,26.66426098,19.27685745,28.56131565,28.43275485
2008-11-01,28.61899233,27.91266018,29.7655561,21.73974347,27.19482085,26.79549157,30.23143345,24.16468125,28.32438904,27.93209141
2008-11-08,29.92904355,27.75605264,29.54388952,24.92752005,26.93878654,27.51416524,30.13047186,22.03981472,25.9220628,27.09376926
2008-11-15,28.49661135,27.37954999,29.47003351,24.55298949,28.78346769,18.85187685,28.87370909,27.07763816,26.43347074,31.28253736
2008-11-22,28.27530207,26.98659477,26.70279962,24.7885869,30.16057276,19.01159868,29.88303867,25.19864235,27.16486413,27.39688206
2008-11-29,27.8320605,26.92858141,25.30840696,24.09821341,29.98377879,21.64817326,27.71662999,23.4507661,24.22047249,26.81678904
2008-12-06,26.052335,25.86845661,26.93878266,22.1722395,27.29607479,22.38416133,27.74576857,25.49293644,26.22218641,29.26896172
2008-12-13,29.06227949,26.62697332,23.64302352,24.36161749,28.02106809,24.92997418,29.45313642,23.52506133,24.14318302,28.99915802
2008-12-20,28.21001581,25.35823802,27.79967409,21.18729117,27.49620996,18.74210964,29.85874287,21.20222491,27.89623213,31.46563974
2008-12-27,27.55166616,24.43729996,29.0911132,19.60469666,28.44105788,20.37775966,31.74944235,23.51432511,25.60273651,32.5937374
2009-01-03,28.31517044,24.41751601,30.14463105,19.96135075,28.45265732,26.41945487,29.95515615,23.81447238,23.19170284,31.17138372
2009-01-10,27.92457682,24.741317,31.55917188,23.00468159,25.98966362,24.7908643,30.80765364,23.71624529,26.84811702,29.66342801
2009-01-17,22.38042703,26.71746837,31.99134743,21.04107711,28.83757694,27.74896026,30.40753572,21.532044,25.92836996,32.20505136
2009-01-24,22.14283305,25.90561469,30.19146017,21.02233299,27.86504706,23.46745986,32.14044387,19.08747059,24.0421189,27.32017496
2009-01-31,28.78491851,27.45892389,27.49717151,23.20214475,29.33801183,23.03482656,31.89117797,22.71588662,24.67986661,33.6473695
2009-02-07,31.27385606,26.40213516,27.25702259,22.13820018,28.64252248,27.43961071,32.72319681,24.14904559,27.07312451,32.60511476
2009-02-14,28.17358315,25.48805103,32.1659774,21.80058275,28.06226721,25.05176264,34.12244757,23.29180396,26.16015699,33.98701062
2009-02-21,28.62576026,25.24327013,33.20198187,20.16000885,25.2897601,25.76930271,33.55470597,23.89090747,25.78052075,32.45605512
2009-02-28,28.06443048,25.97403321,33.23747127,18.87386178,26.68055752,24.13201911,34.47332508,24.4773581,21.89622913,34.2013135
2009-03-07,27.17470143,27.40657019,30.87039033,19.68482616,30.04576708,26.73455645,35.51135546,21.8740203,27.66284695,31.58564751
2009-03-14,28.05540839,27.40657019,24.49365608,21.61671291,28.24826526,25.17978494,35.20884569,23.12007373,26.33791032,32.72643763
2009-03-21,30.49121397,27.40657019,33.00207173,24.32581669,28.42517773,23.20316151,37.8242953,23.27479275,27.85198337,35.45663264
2009-03-28,30.97998444,27.40657019,33.00207173,23.26784566,28.1557127,23.13007983,37.89966753,23.24967937,28.87875199,36.55091026
2009-04-04,29.88457784,27.07028203,32.71956206,22.79435923,28.73829086,24.73637771,36.59362254,23.66166713,26.90872517,39.02928094
2009-04-11,29.59402678,27.64345453,31.83657352,22.90189301,26.94854876,24.11493459,37.62304319,21.27139371,25.73295341,35.15274868
2009-04-18,28.87224852,26.31616542,31.97634218,27.37030056,27.62123562,28.9283984,37.44119806,21.8773063,26.5968173,37.82588836
2009-04-25,19.6967582,27.5701958,31.66121957,25.60330107,29.11024698,30.10194136,37.82240308,29.44883951,27.14478172,35.30946725
2009-05-02,23.15909709,27.5701958,28.95109889,20.60852502,28.85476182,26.77767513,34.86763719,29.08043896,27.14478172,36.11377324
2009-05-09,28.03584167,28.13204605,26.80836527,20.90281566,29.28458814,25.52615259,32.71089691,24.4716376,27.78105618,36.38857664
2009-05-16,27.99657071,27.80676864,24.8892303,21.17707054,30.90222041,24.85226324,30.12752653,25.83571206,28.1026482,33.75072522
2009-05-23,27.3063636,26.91337839,24.61345273,23.85617268,29.76625357,28.27249745,29.42259158,24.96671078,25.69618135,32.37230274
2009-05-30,27.28724871,29.61676961,29.67396207,23.11928657,30.0892357,27.37632259,30.28362105,26.62792799,28.5009627,30.42662599
2009-06-06,21.84719204,29.52055546,29.00161882,22.95728405,31.73209825,25.38359464,31.23335873,26.66576585,28.68964045,35.7034616
2009-06-13,25.72390867,26.26396261,26.84639206,22.03735804,27.92384132,27.39906733,29.88358052,23.75738474,26.03867647,36.52583942
2009-06-20,28.05985973,28.3009024,27.39446923,20.88431551,28.66724175,23.76314352,29.72088941,24.06886942,22.48761866,33.23691925
2009-06-27,28.05985973,30.78897848,27.58071401,22.55719285,29.36569791,24.03384195,30.50397262,24.45171734,24.7195201,32.09598453
2009-07-04,28.28605466,29.55380203,24.05216944,26.20125514,31.20653633,27.98226508,28.82558836,23.62550239,28.95425143,30.0987998
2009-07-11,28.07744327,28.61085061,24.50676671,25.55792353,31.30121345,27.81981062,30.51451908,19.57295979,30.1322165,33.71318449
2009-07-18,25.21711469,29.38057113,29.03812052,22.71903744,30.95152525,31.26674519,29.13164935,21.30489629,27.36790416,32.67180104
2009-07-25,26.03457544,31.46678825,29.20781493,24.94932506,28.73672629,31.31685053,27.55371747,25.58335609,25.30045899,33.60229183
2009-08-01,28.21411784,30.59642345,26.7549317,21.46052721,30.90753703,27.41870469,31.07482952,22.11974263,26.55816783,34.73053936
2009-08-08,24.95226876,29.70058349,28.7054608,30.02499184,30.87153386,35.29781647,31.26037804,22.77840899,29.14724224,30.51441017
2009-08-15,30.60429108,30.69460721,27.51678798,28.26588543,30.33366603,32.19166855,27.57659119,21.73839441,25.68647871,31.33865639
2009-08-22,30.63952541,26.72950624,26.80744178,25.34753402,31.09602647,30.37021955,28.95977498,22.94662693,25.39054721,26.85857143
2009-08-29,29.5262161,30.95633883,30.47111889,25.67573718,32.1083042,31.38362081,28.6363218,25.33964761,27.15672533,30.55584753
2009-09-05,31.21199829,31.22033657,28.8457144,25.95449678,32.18573825,33.89867493,28.97257269,25.04146174,28.74157224,33.76894775
2009-09-12,31.62227058,30.81307144,30.55539106,25.65541097,30.36835355,29.14132385,29.18342967,25.05065292,30.79898892,36.53307
2009-09-19,33.00442589,31.47211421,24.04473046,22.3552153,31.39423806,28.84926818,27.83857738,20.53021994,26.3365717,35.61496334
2009-09-26,29.6910801,30.00220183,29.97601218,27.29821569,33.6651498,32.90470941,30.45036148,27.33139314,30.87695238,33.51585705
2009-10-03,30.77384456,33.32212035,28.00377802,28.98518372,30.73401133,33.63398634,30.59533289,29.84218116,31.00216549,37.93528849
2009-10-10,31.13510209,32.68947876,25.19116633,31.34957495,29.60551489,31.93564711,30.39523669,28.55044864,29.95819964,34.32437062
2009-10-17,31.95546254,30.59756811,30.22514864,26.03064326,32.62198191,33.10491522,30.95455473,28.50926337,31.43388008,32.07240285
2009-10-24,29.05337632,30.37336308,30.92090159,27.32068361,31.20141787,22.16985322,29.40614792,25.19614732,28.51083689,33.12369221
2009-10-31,26.27874562,29.24669553,26.3532209,27.38843563,30.84450919,26.63749473,29.36760936,26.3518955,28.32533368,34.34654127
2009-11-07,28.23265044,28.38032581,27.39522291,24.35037699,28.13264457,25.84924837,28.96291701,23.85411634,24.06058051,34.77982774
2009-11-14,28.20727223,29.320456,29.95600698,22.24703337,29.88293814,27.91836549,29.69534536,22.18649848,25.8957753,34.82102303
2009-11-21,29.20551368,27.45097141,26.01901129,24.14294587,28.60427138,28.60545033,26.96544891,21.6845116,26.59642236,32.29267142
2009-11-28,30.27936546,30.01854354,30.09925705,26.71887559,28.30301127,30.37012432,28.51933558,24.12422966,26.5770948,32.49610682
2009-12-05,30.88713929,29.50685764,30.90844401,22.09273241,30.01705767,24.731996,29.47002724,23.53391455,25.95432462,33.5057992
2009-12-12,29.34604058,27.07892762,29.79854954,21.76802916,28.93359465,25.72684666,30.43541468,23.88994253,26.80650989,34.59510594
2009-12-19,27.84864801,26.69519177,31.84016917,23.23075533,30.48526905,27.16935726,31.25220419,23.14551592,26.85501223,34.63192065
2009-12-26,30.40631247,28.45942802,28.04326959,23.0352378,28.05865641,23.25919702,31.97837355,20.06610119,26.22491937,34.17052651
2010-01-02,26.87838842,29.24120726,31.20646923,22.94295899,30.61026599,24.62329329,30.90010682,22.21582671,25.52594579,33.05380405
2010-01-09,25.79614696,30.72979269,33.71906028,24.97756255,31.66942191,27.92503794,32.26235849,24.66409142,28.44469067,34.26516344
2010-01-16,26.57713164,30.227212,32.67005159,24.07894081,30.96978959,27.4820524,34.08894736,25.34182389,28.46647246,35.54758043
2010-01-23,27.818933,32.64530673,33.03843835,25.83768994,32.86343986,29.61186007,33.67964106,24.15358775,29.94891656,35.46406598
2010-01-30,29.05201229,28.95959773,34.02300577,23.45575484,31.27209972,27.5985716,35.51313399,20.89535896,30.21456617,34.86917693
2010-02-06,28.13960412,30.88060142,27.88207436,24.96628039,33.16539238,28.21588191,34.64754555,23.76921003,28.28047255,34.770172
2010-02-13,29.76119175,31.57636963,36.91771034,22.01552635,30.29258031,29.88596712,36.55488441,26.33986693,28.88891968,34.22432159
2010-02-20,29.44833664,28.32979527,33.39265596,20.64254517,28.09080504,29.50885396,34.46531451,25.82460795,30.35794092,31.70900438
2010-02-27,31.9391158,24.11981639,27.90124216,20.17095139,25.87366358,29.7189847,34.66931765,26.38572336,29.22425516,38.16837213
2010-03-06,29.9910709,29.71400126,25.23687872,28.98229659,28.99774753,19.31458477,35.41432748,27.14000347,28.76123206,38.13775887
2010-03-13,30.22590331,28.97879763,24.27919139,26.46894603,32.12128986,17.87308813,35.24211494,27.94180181,30.43252511,36.78072998
2010-03-20,29.84404214,28.7311822,30.727744,26.33779564,33.42778394,30.52905514,35.24211494,24.72192137,29.11494706,35.52728909
2010-03-27,29.38665329,32.30026403,29.21002654,24.02067462,33.17578745,27.3997242,34.93474757,26.59131273,29.91376957,36.24113386
2010-04-03,27.83275736,31.18210789,27.35993683,23.57416288,30.43327012,26.92743894,35.24802746,26.64996046,29.32466306,37.16229868
2010-04-10,28.02086529,30.9693526,27.35993683,19.81244636,30.03341881,30.62487964,33.73402779,24.49857405,26.23066818,36.08052829
2010-04-17,27.92421453,30.9693526,26.53547519,19.81244636,30.28294832,25.9188566,32.51601825,25.84550721,27.21214036,33.76467407
2010-04-24,26.62547281,32.84994263,30.24282755,26.01922748,31.22424592,26.53432431,31.89691671,29.2203996,30.56710433,38.23811621
2010-05-01,26.68054724,32.34323358,30.0412175,27.23736772,29.50408544,28.29867196,30.95144475,28.16314214,27.71065915,34.2719535
2010-05-08,26.68054724,30.53720838,18.22188644,27.60307547,29.114931,22.33910123,31.40441794,26.16116907,26.29058158,38.24420469
2010-05-15,26.28937467,31.19359337,16.72263735,26.84596281,30.48735893,21.88601547,30.70438606,26.87982176,29.7286278,31.5369085
2010-05-22,25.04613757,28.90587459,26.57339186,21.37950023,30.15370049,28.12842722,28.98463775,24.00055727,28.20854361,34.44075049
2010-05-29,26.0759376,30.81566328,27.41635292,21.15774982,28.13360409,22.62076848,31.27213221,25.66178969,24.80197592,33.9206769
2010-06-05,27.81348008,31.56044916,25.96162163,21.48299684,28.31744817,23.78665165,29.44709723,25.97951705,27.53048655,33.31758119
2010-06-12,30.20735316,28.61444775,26.82903006,22.34200437,28.3049796,22.81691148,28.93894572,27.1939413,29.0345315,33.08600955
2010-06-19,27.92505327,28.80810859,27.43016534,23.67794001,26.70555662,25.72380518,27.17820228,20.69809703,25.60665678,32.48174313
2010-06-26,30.82029621,28.58538812,26.20418143,25.4715818,29.70417294,21.70990392,29.53378746,23.00513685,26.64269903,30.63045942
2010-07-03,26.88454367,29.57328309,26.63146692,26.59864571,26.02212642,27.81314026,28.47536101,18.87100667,27.01212172,30.0744358
2010-07-10,24.25087556,27.77959291,22.04277177,26.13450057,26.89682012,25.16806476,28.40461233,20.34333266,27.44328434,26.9137353
2010-07-17,23.99854855,26.27315462,23.91748142,24.17928142,26.64556658,23.19328331,27.96153749,20.17889398,25.41768843,30.18404883
2010-07-24,26.77545308,29.97571477,23.68487056,21.94866071,28.02296049,25.31505521,27.54011409,22.04143927,26.24706351,31.621996
2010-07-31,28.35629634,29.88090315,24.24044529,24.18209269,27.52190377,24.40220963,28.21090297,22.44952803,27.57994709,24.82322883
2010-08-07,24.43122397,30.61525888,24.24044529,22.66170521,27.24932061,25.32614007,28.25329634,22.61327588,27.03797494,25.23691974
2010-08-14,29.2593035,30.35769096,25.75585348,27.32737713,24.50176181,29.16331599,29.15324239,25.39822482,29.51162876,30.86051042
2010-08-21,27.97019737,30.94805468,24.62085015,25.12099865,29.60446193,29.89585721,29.89959728,22.0807595,28.93337453,31.3732679
2010-08-28,28.30222429,30.62885889,26.66290764,23.8046855,28.57699261,27.990698,28.93221612,25.83695006,27.94983872,27.29441207
2010-09-04,26.71920134,28.44372583,31.02661685,23.24287447,29.51413682,26.52680156,30.34092083,23.43603424,26.04786655,27.95181409
2010-09-11,25.97828505,30.62614701,27.88039709,24.22164667,30.71002956,28.45786002,29.46123723,23.38940412,25.83117605,31.14891825
2010-09-18,31.50799383,26.56146018,27.23540262,25.94658483,27.95961368,26.54159636,31.27003101,24.95703516,26.04522848,25.71526799
2010-09-25,30.4515433,27.96955269,27.91922529,22.33974212,23.47848996,28.38451617,26.46174616,26.89669048,27.45630124,20.60680464
2010-10-02,27.52276321,26.45574957,30.9257218,22.72308006,27.79837619,24.0584588,30.07000738,27.73031529,27.43269815,21.48996773
2010-10-09,26.34941994,28.77857716,30.09704659,22.21615564,28.36852282,22.09230454,30.28754336,26.36162763,22.79040188,26.90966139
2010-10-16,31.91923127,29.59155638,29.34482897,23.54675533,29.38840866,30.33815557,29.49617284,25.39428334,26.13716212,29.62528815
2010-10-23,31.94631501,28.23448437,29.08170795,17.77854136,28.46002517,29.40931078,28.54388462,25.38182982,27.85979463,27.8702598
2010-10-30,31.57956776,26.1208151,28.80926599,24.83950375,27.03428267,26.33315844,28.62536918,26.17409512,27.85979463,28.18305707
2010-11-06,27.81120389,28.96315759,26.47888352,20.5080778,25.61014414,21.89947442,31.64936538,24.33695646,27.87603304,32.38269255
2010-11-13,26.40198398,27.0103697,27.06859645,20.74083251,22.02848232,23.06259512,27.87425421,23.82596346,25.15884362,28.10067494
2010-11-20,26.90915989,27.87254499,28.39350428,20.19496332,23.97346094,21.40559344,27.97112768,23.82143094,27.18853378,27.79221274
2010-11-27,28.25166732,25.20789476,27.79652994,19.51598865,25.60699811,21.77348277,28.8563746,24.73238401,23.6280597,27.88599819
2010-12-04,28.73485354,25.090802,21.01829143,22.85683398,25.83365579,19.28585531,29.03669283,24.28170394,25.55856714,27.71540124
2010-12-11,28.29370683,26.49579869,21.57919296,20.53160784,26.82267258,22.95633048,27.51848227,22.78700816,26.91386816,29.23597201
